GEO.id,GEO.id2,GEO.display-label,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",15471,307,7362,275,186,92,0,23,26,38,127,91,18,28,92,84,126,113,128,74,2134,302,545,174,740,199,482,177,1766,265,686,163,250,114,56,59,8109,324,156,68,28,44,55,49,63,50,130,73,5,11,155,95,27,33,2224,317,328,137,732,190,810,184,2062,268,1173,217,86,64,75,50
0600000US0901106820,0901106820,"Bozrah town, New London County, Connecticut",1873,87,918,57,14,12,0,12,0,12,15,23,0,12,6,11,23,18,12,13,409,68,74,32,98,33,35,21,126,43,75,32,26,21,5,8,955,67,6,9,0,12,0,12,7,10,0,12,19,22,0,12,0,12,328,65,75,29,55,27,137,38,178,48,133,48,5,7,12,13
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",1087,109,569,69,3,4,3,5,0,12,0,12,4,5,6,7,7,8,14,10,205,44,34,17,74,21,73,26,69,32,58,23,13,9,6,6,518,62,0,12,0,12,0,12,0,12,5,7,3,4,0,12,6,6,130,35,74,30,74,24,59,22,93,30,44,18,16,12,14,15
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",2058,275,918,154,19,24,0,12,10,14,7,12,0,12,12,15,15,22,27,27,217,85,28,22,152,72,79,52,182,64,132,65,23,20,15,17,1140,169,0,12,0,12,0,12,34,39,0,12,8,17,4,8,29,25,283,102,46,33,148,66,89,54,273,69,195,71,16,18,15,17
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",10875,280,5152,312,130,104,0,19,58,67,48,43,204,125,166,90,90,48,115,99,2365,370,462,151,627,157,390,141,327,118,151,91,19,31,0,19,5723,267,45,56,0,19,0,19,116,86,137,93,109,65,136,79,187,98,2096,280,769,148,672,189,524,160,665,172,199,72,30,27,38,39
0600000US0901134250,0901134250,"Groton town, New London County, Connecticut",25225,398,12314,427,74,43,3,5,52,48,53,39,176,147,102,86,37,34,107,69,3499,349,864,172,1939,271,1050,249,2359,274,1423,179,293,76,283,80,12911,325,121,77,24,21,45,44,103,67,93,70,177,92,155,90,154,92,3613,315,818,174,1748,219,1095,188,2694,273,1745,258,182,63,144,57
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",24593,362,11722,396,35,38,0,26,44,49,8,13,30,27,87,103,126,91,57,46,1835,300,394,107,1067,239,507,150,3566,305,2544,283,912,170,510,141,12871,315,84,54,0,26,0,26,41,39,68,58,49,44,50,50,69,44,2060,281,588,139,1268,226,1154,179,3517,323,2923,276,685,140,315,95
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",3836,310,1944,215,0,17,0,17,93,126,0,17,25,27,17,27,31,36,14,23,664,181,130,94,299,137,115,83,258,96,231,102,14,27,53,51,1892,230,14,22,0,17,0,17,0,17,6,14,40,42,28,42,7,16,446,154,139,92,193,112,140,76,494,159,326,127,0,17,59,56
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",1195,110,629,81,0,12,29,39,0,12,3,4,5,5,16,15,3,5,7,10,234,52,33,19,37,19,38,22,122,37,49,18,32,13,21,13,566,58,3,4,0,12,0,12,0,12,4,5,12,15,5,7,4,5,105,37,21,12,48,22,56,20,143,29,135,32,23,12,7,7
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",17246,305,8234,315,24,27,0,23,143,326,2,5,36,45,36,48,36,25,67,61,935,170,201,64,793,141,384,112,2996,256,1797,195,561,133,223,80,9012,233,13,14,12,17,12,15,35,42,11,14,56,58,30,28,85,49,1186,208,440,116,710,118,615,139,3206,239,2132,193,365,99,104,38
0600000US0901337910,0901337910,"Hebron town, Tolland County, Connecticut",6495,184,3193,156,7,10,6,10,25,38,56,42,0,17,7,10,7,11,0,17,739,144,150,64,288,90,262,104,989,162,568,127,24,21,65,43,3302,124,26,27,21,33,0,17,19,15,10,17,42,38,11,17,10,16,597,109,180,71,284,97,423,115,1006,126,506,117,110,80,57,50
0600000US0900934950,0900934950,"Guilford town, New Haven County, Connecticut",16237,276,7988,331,22,23,0,23,0,23,136,105,8,11,51,36,87,52,56,44,1261,209,351,120,850,225,549,188,2370,316,1184,191,674,159,389,111,8249,305,19,16,0,23,22,26,33,27,16,17,61,45,63,50,73,47,1225,189,307,112,711,153,582,154,2226,263,2062,267,515,155,334,115
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",42594,791,20682,674,255,130,138,100,136,94,344,140,219,104,212,127,448,161,452,140,7526,611,1063,221,2908,366,1352,279,4185,525,1136,237,192,75,116,72,21912,495,160,84,119,82,275,151,460,235,181,92,436,145,409,153,305,111,7146,521,1609,286,2359,343,2627,375,3593,463,1874,291,238,97,121,63
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",3947,150,2019,115,0,17,5,8,27,43,0,17,57,48,23,34,25,24,6,10,574,117,150,62,289,91,236,65,426,89,128,53,27,25,46,38,1928,98,12,15,0,17,7,11,21,34,2,4,19,28,20,22,23,21,437,102,131,56,190,76,234,74,529,110,266,77,0,17,37,44
0600000US0900980070,0900980070,"Waterbury town, New Haven County, Connecticut",70271,1090,32202,882,573,187,472,203,416,175,1242,229,913,285,1229,257,799,195,1017,255,13005,734,1681,291,4211,445,1604,283,3277,417,1240,229,313,128,210,90,38069,810,626,179,634,187,777,184,1226,248,1270,308,1105,284,931,195,835,178,13369,764,2576,339,5291,510,3379,344,3468,468,2162,291,369,111,51,54
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",31915,471,16891,433,134,92,8,12,109,62,222,105,275,84,269,75,416,121,361,101,6410,494,1220,212,2312,304,1342,184,2614,268,884,154,231,89,84,49,15024,426,83,48,34,33,36,28,165,101,78,44,126,57,210,84,203,73,4813,349,996,167,1897,266,1618,217,2743,266,1729,217,220,97,73,47
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",16383,419,7113,378,109,79,20,34,57,46,130,87,110,78,103,68,47,32,205,100,2291,343,428,158,758,198,482,168,1152,227,777,177,272,113,172,100,9270,366,13,20,49,62,43,45,85,49,141,81,118,72,186,123,200,110,2307,308,584,187,1143,297,929,190,1886,305,1230,249,201,86,155,69
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",12860,286,5920,247,40,41,0,19,0,19,5,10,0,19,0,19,12,19,13,20,441,122,101,64,445,152,382,123,2260,206,1214,209,731,150,276,98,6940,223,20,26,41,43,2,4,40,46,12,17,18,28,48,41,63,44,860,187,321,113,598,170,674,217,2489,213,1338,226,269,109,147,74
0600000US0901142390,0901142390,"Lebanon town, New London County, Connecticut",5480,168,2740,160,35,50,0,17,17,26,0,17,6,14,0,17,30,35,14,23,869,206,140,72,490,158,236,109,556,161,305,127,42,47,0,17,2740,139,0,17,0,17,37,44,0,17,21,34,19,31,25,32,0,17,633,156,129,73,275,105,406,173,426,134,724,168,45,50,0,17
0600000US0901306260,0901306260,"Bolton town, Tolland County, Connecticut",3432,131,1616,111,16,24,1,2,15,17,31,49,42,39,0,12,9,14,27,25,435,95,101,43,130,50,120,41,388,85,231,80,40,40,30,19,1816,104,17,24,10,16,0,12,0,12,10,17,7,12,30,36,0,12,414,103,99,48,191,54,147,59,490,117,338,81,56,39,7,12
0600000US0901155500,0901155500,"North Stonington town, New London County, Connecticut",3782,250,2004,189,0,17,49,56,15,23,14,20,0,17,0,17,0,17,49,46,632,197,136,75,365,122,102,63,338,136,222,92,45,51,37,42,1778,136,28,42,0,17,0,17,38,42,0,17,0,17,0,17,18,28,561,156,59,52,219,100,213,99,399,128,204,84,0,17,39,47
0600000US0900949950,0900949950,"Naugatuck town, New Haven County, Connecticut",22437,579,11323,618,62,43,49,54,72,66,156,97,94,73,189,109,219,122,116,70,4013,443,572,155,1480,321,806,230,1961,385,1232,418,163,98,139,129,11114,482,79,58,104,92,69,72,200,80,47,43,163,72,136,85,193,115,3542,407,701,223,1795,312,1232,291,1380,241,1258,266,118,73,97,79
0600000US0900575730,0900575730,"Thomaston town, Litchfield County, Connecticut",5441,209,2667,172,4,6,0,17,0,17,39,29,27,26,30,25,25,24,97,47,1073,171,201,70,414,105,192,83,392,125,103,55,17,18,53,51,2774,156,0,17,0,17,0,17,45,52,35,30,9,15,32,25,41,37,961,159,129,51,350,90,295,70,520,145,280,94,53,34,24,36
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",1463,97,713,57,0,12,0,12,3,5,0,12,15,13,11,14,0,12,4,6,319,63,68,30,34,19,49,26,144,34,47,21,16,12,3,4,750,59,13,14,0,12,0,12,5,7,0,12,7,8,8,9,17,12,172,42,72,30,79,26,155,48,157,41,58,24,0,12,7,7
0600000US0901325360,0901325360,"Ellington town, Tolland County, Connecticut",11267,418,5703,383,0,19,0,19,13,29,25,37,0,19,50,50,40,37,122,90,1869,386,186,99,786,293,246,115,1212,257,736,198,304,164,114,112,5564,296,0,19,0,19,0,19,0,19,24,39,119,127,0,19,93,75,1280,265,362,155,448,167,511,181,1481,277,1094,271,117,81,35,43
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",91309,822,44072,845,385,130,275,140,1444,375,811,255,632,229,354,135,578,224,594,210,8915,713,1541,266,4451,552,2115,396,12040,710,6726,566,2256,301,955,199,47237,708,493,164,448,155,1180,299,825,252,487,178,353,124,527,168,508,163,9660,748,1942,312,4743,563,2658,352,13100,752,8040,567,1380,217,893,208
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",16874,328,8035,250,18,20,22,25,0,23,18,24,6,8,15,24,46,40,17,26,611,183,160,77,583,193,261,103,3562,279,1727,237,696,145,293,99,8839,243,45,35,12,21,1,2,18,30,1,2,35,34,44,41,57,47,717,171,269,85,743,172,546,185,3331,335,2243,236,528,138,249,94
0600000US0900978740,0900978740,"Wallingford town, New Haven County, Connecticut",34179,521,15504,474,89,47,29,37,159,102,141,74,116,68,241,110,114,53,206,75,5072,400,710,153,1559,272,1238,238,3621,379,1593,245,391,157,225,138,18675,469,135,70,53,43,164,115,193,131,191,99,320,151,167,72,230,82,5771,491,992,215,1663,234,2181,350,3699,363,2270,309,494,132,152,71
0600000US0900962290,0900962290,"Prospect town, New Haven County, Connecticut",7027,179,3357,188,19,21,0,17,40,44,29,42,34,38,29,34,39,31,73,52,1201,216,133,65,269,118,414,145,702,178,260,110,92,60,23,28,3670,193,16,22,0,17,32,42,94,66,0,17,48,39,13,22,34,40,933,184,247,83,538,175,402,126,680,173,498,122,86,72,49,51
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",19065,354,8318,304,84,65,17,19,57,48,60,46,7,14,132,79,52,49,131,78,2107,290,437,122,1024,203,491,156,2127,277,1059,230,396,141,137,62,10747,340,90,57,172,113,15,18,151,85,11,18,146,78,94,97,58,36,2824,281,648,237,1194,204,890,154,2565,315,1606,242,240,82,43,37
0600000US0900935650,0900935650,"Hamden town, New Haven County, Connecticut",40150,789,18665,579,157,73,56,48,30,22,148,70,64,41,52,46,225,122,185,90,4816,465,814,182,2383,326,1241,232,3845,461,2532,372,1105,219,1012,215,21485,641,157,78,92,68,136,88,175,104,90,52,120,76,308,159,376,156,5438,486,835,210,2551,322,1632,262,4209,439,3902,424,672,161,792,184
0600000US0900720810,0900720810,"Durham town, Middlesex County, Connecticut",5205,215,2554,156,20,32,0,17,0,17,15,23,0,17,2,4,14,20,0,17,647,216,107,81,228,127,263,130,701,218,358,103,167,83,32,36,2651,154,2,4,0,17,0,17,2,4,0,17,17,24,0,17,46,43,660,147,122,66,333,117,167,83,718,183,366,140,146,93,72,50
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",3791,176,1771,154,0,17,0,17,0,17,43,49,0,17,33,36,0,17,25,39,272,122,64,58,224,111,129,90,608,157,303,121,55,64,15,26,2020,142,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,482,142,18,27,184,105,228,82,664,156,338,102,92,80,14,24
0600000US0901166210,0901166210,"Salem town, New London County, Connecticut",3001,194,1507,87,3,7,0,12,0,12,3,7,8,12,48,59,15,18,0,12,396,94,31,35,241,92,128,65,312,84,230,73,28,27,64,40,1494,139,10,15,0,12,0,12,9,13,11,16,0,12,28,42,0,12,326,79,117,69,98,62,152,61,364,97,346,84,25,24,8,12
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",15371,492,7116,385,28,26,20,26,13,20,35,35,68,77,138,110,67,47,46,40,1434,309,391,149,559,162,532,183,2573,372,884,207,194,109,134,75,8255,372,40,36,24,28,171,131,168,103,0,23,28,30,42,52,71,71,1851,317,321,128,882,280,786,241,2238,319,1288,258,243,130,102,72
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",2123,100,1017,71,0,12,0,12,0,12,18,26,10,16,9,14,10,14,0,12,273,69,39,29,156,58,117,51,203,64,120,47,57,40,5,8,1106,68,6,10,0,12,0,12,1,4,0,12,0,12,0,12,32,29,197,63,90,49,156,62,150,66,222,56,200,58,40,28,12,17
0600000US0900901220,0900901220,"Ansonia town, New Haven County, Connecticut",13231,461,6341,406,113,65,51,76,123,96,18,19,75,68,250,130,77,56,74,59,2598,430,575,192,698,183,563,163,760,209,291,117,37,39,38,37,6890,383,54,49,11,18,130,110,117,103,20,24,202,153,138,89,130,64,2568,373,528,177,843,214,670,169,748,180,631,218,65,45,35,39
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",34128,704,16161,630,360,111,129,88,155,105,659,336,472,233,401,132,339,145,555,172,5830,546,704,159,2171,340,1485,432,1996,241,719,146,105,55,81,48,17967,582,379,139,321,182,215,140,586,177,478,170,255,110,329,118,209,75,5968,410,1066,167,2697,373,1779,251,2499,323,1057,210,95,47,34,29
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",75459,1138,35031,977,1083,262,773,202,1096,227,1451,329,1159,237,1669,350,1157,207,1106,196,12601,708,1057,223,4040,471,1999,321,3708,409,1242,205,686,159,204,87,40428,786,1464,264,969,182,1167,216,1212,226,1410,268,1201,210,1557,244,958,185,12743,607,1843,234,6190,521,2861,325,3924,438,2159,272,571,168,199,76
0600000US0901521860,0901521860,"Eastford town, Windham County, Connecticut",1324,95,693,57,3,6,0,12,0,12,0,12,10,10,11,12,3,4,16,15,246,52,28,17,107,37,49,19,120,32,58,21,21,17,21,15,631,56,0,12,0,12,0,12,11,13,6,9,0,12,0,12,0,12,143,38,42,22,101,35,106,37,131,27,79,24,11,7,1,4
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",20556,449,9398,361,157,101,68,76,134,97,98,81,127,80,34,32,157,97,147,60,2414,347,482,133,1332,257,596,174,2226,284,1038,179,249,94,139,70,11158,374,94,66,83,83,14,19,52,46,125,99,58,34,72,70,131,58,2559,350,635,148,1575,279,1022,177,2619,380,1680,273,250,112,189,139
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",9767,258,4850,178,25,27,13,20,0,19,2,5,18,20,0,19,49,48,28,28,1167,178,297,86,513,165,265,100,1559,219,706,133,121,55,87,43,4917,214,59,46,0,19,14,22,0,19,0,19,0,19,8,13,64,40,1079,182,214,68,583,133,421,99,1354,193,920,156,101,68,100,52
0600000US0901369220,0901369220,"Somers town, Tolland County, Connecticut",8434,242,5022,190,22,20,6,12,20,23,118,56,71,49,154,68,181,75,84,58,1615,213,326,82,605,131,324,100,940,180,444,100,85,46,27,26,3412,169,30,27,0,19,7,11,11,17,11,17,18,20,37,29,41,34,924,164,249,103,232,88,407,83,769,138,555,109,78,44,43,31
0600000US0901178600,0901178600,"Voluntown town, New London County, Connecticut",1860,94,877,78,0,12,0,12,0,12,10,15,27,29,0,12,0,12,19,15,378,76,68,39,120,47,95,33,99,38,50,29,11,14,0,12,983,60,0,12,0,12,0,12,13,19,0,12,23,25,4,7,17,12,354,71,105,48,144,51,123,41,142,46,50,23,4,8,4,7
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",9075,308,4328,287,83,59,0,19,78,82,90,88,22,35,18,21,0,19,153,83,1602,225,375,155,469,125,367,104,733,189,293,83,32,31,13,15,4747,235,16,22,12,19,1,2,26,21,9,15,27,27,105,69,108,85,1954,262,339,106,542,159,499,115,693,154,407,117,9,14,0,19
0600000US0900967610,0900967610,"Seymour town, New Haven County, Connecticut",11283,340,5432,277,26,29,0,19,0,19,14,13,0,19,55,43,136,107,78,55,2138,304,286,120,856,221,319,121,910,186,506,172,82,58,26,28,5851,293,41,48,0,19,30,50,16,24,71,42,8,13,102,75,65,53,1941,342,478,129,854,215,530,156,978,210,628,191,70,53,39,45
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",37732,623,16959,604,130,82,96,67,193,103,179,73,112,55,241,104,245,114,376,147,5424,475,874,204,1955,253,1459,237,3354,388,1676,237,464,111,181,78,20773,451,302,117,63,51,141,68,232,121,143,81,250,103,172,102,312,117,6286,459,1261,217,2578,335,2206,323,4086,374,2330,278,260,99,151,71
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",18919,383,9189,270,1,2,52,52,15,15,57,48,2,4,69,41,151,86,120,77,1633,232,421,99,1141,202,390,93,2928,235,1507,190,489,134,213,80,9730,265,7,8,61,62,1,4,8,12,37,41,26,26,47,42,31,29,1847,245,424,104,1050,188,631,122,3042,306,2052,236,374,105,92,44
0600000US0901376290,0901376290,"Tolland town, Tolland County, Connecticut",10040,324,4992,203,0,19,0,19,3,6,36,41,0,19,8,19,0,19,27,33,1309,231,262,117,692,189,306,101,1385,222,639,162,170,102,155,96,5048,213,2,5,0,19,0,19,35,40,18,28,29,38,0,19,39,43,926,224,445,131,558,183,575,144,1361,225,939,212,78,58,43,62
0600000US0900919550,0900919550,"Derby town, New Haven County, Connecticut",9073,427,4203,339,114,110,19,25,62,80,49,46,88,82,72,76,74,81,51,46,1559,309,89,76,700,229,435,181,716,187,162,90,0,19,13,20,4870,321,53,40,49,62,46,56,185,134,158,117,147,111,108,108,91,61,1359,269,333,148,688,233,581,177,606,214,304,124,120,76,42,42
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",42654,558,19741,496,137,70,11,20,128,76,108,53,56,47,61,58,100,65,251,108,3021,386,416,136,1264,255,852,161,6089,426,4963,317,1826,237,458,121,22913,400,166,70,21,25,183,89,183,83,48,40,201,100,211,103,121,51,3188,356,711,150,2161,323,1215,191,7997,438,4783,346,1184,184,540,116
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",5464,227,2699,184,1,3,0,17,20,21,13,19,25,38,34,39,21,23,34,29,388,108,88,54,279,111,99,49,999,150,405,109,249,79,44,38,2765,116,8,15,0,17,20,22,19,24,0,17,0,17,11,17,19,21,389,115,97,49,335,123,175,67,876,139,608,121,128,61,80,47
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",31564,430,14841,332,67,49,8,14,0,26,175,84,70,45,168,92,182,72,277,112,4295,372,838,170,1714,251,1221,245,3715,343,1553,218,342,105,216,85,16723,404,82,60,62,58,10,14,181,70,72,67,294,149,196,87,147,68,4559,431,1205,193,1738,195,1851,254,3820,414,2174,276,222,94,110,64
