GEO.id,GEO.id2,GEO.display-label,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",12955,327,6282,263,38,42,0,19,16,25,79,61,0,19,36,41,18,24,71,57,1425,232,212,100,655,196,573,195,1930,284,973,219,183,93,73,65,6673,225,59,54,29,47,15,23,49,46,20,31,32,39,47,76,67,49,1505,317,290,116,536,146,783,199,1630,278,1324,224,216,102,71,59
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",13179,278,5971,264,1,3,23,34,33,48,2,4,22,33,1,2,0,23,10,16,425,155,91,79,420,160,122,70,2210,223,1786,208,692,144,133,64,7208,252,0,23,11,16,34,50,17,24,3,4,0,23,24,37,40,41,504,157,135,85,427,119,358,131,3347,316,1703,242,489,136,116,67
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",9742,260,4953,201,15,24,13,20,0,19,61,66,17,19,0,19,43,44,45,41,1222,205,332,107,480,113,328,88,1503,215,705,133,74,45,115,54,4789,185,49,42,0,19,13,20,0,19,0,19,7,11,9,13,70,44,1060,184,241,89,511,114,360,103,1307,169,985,175,81,64,96,55
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",19191,383,9428,332,20,29,43,45,16,17,65,48,0,23,55,33,141,95,116,78,1920,267,414,122,1259,191,412,95,2869,278,1440,184,440,106,218,95,9763,323,12,15,54,56,9,13,25,24,52,54,15,21,45,37,62,40,1929,263,440,95,945,184,701,177,2998,292,2026,257,329,109,121,61
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",63828,790,30561,660,628,159,321,135,862,243,434,189,302,130,541,224,397,174,401,132,6988,564,885,192,3379,521,2112,288,7993,508,3774,357,1107,208,437,135,33267,674,462,121,231,106,807,200,448,177,415,180,633,203,401,165,467,156,7168,640,1527,217,3730,419,2588,374,8574,565,4507,404,1004,194,305,93
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",6431,199,3019,180,0,17,11,23,0,17,28,45,0,17,0,17,11,23,29,30,394,104,125,57,254,86,205,94,1003,139,582,131,295,111,82,47,3412,186,25,37,0,17,0,17,0,17,0,17,8,17,0,17,19,21,325,103,61,46,372,123,254,84,1294,179,783,133,194,80,77,38
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",16858,359,8019,291,1,2,24,28,0,23,21,29,6,9,33,38,45,40,19,29,552,171,162,69,600,162,347,121,3388,289,1843,232,718,139,260,90,8839,276,64,60,15,24,1,2,18,30,1,2,45,40,23,22,32,37,777,196,245,87,665,197,533,175,3491,306,2229,237,412,107,288,107
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",30248,638,14358,383,161,79,32,35,15,21,29,25,188,116,144,98,239,144,195,109,3486,329,655,157,2028,320,1228,243,3377,420,1968,276,383,110,230,96,15890,505,114,63,29,32,37,40,173,84,106,94,54,50,177,90,237,95,4269,357,813,187,1588,255,1332,258,3717,399,2755,286,299,125,190,91
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",2652,126,1346,114,0,12,0,12,12,19,13,22,0,12,0,12,0,12,0,12,338,95,95,57,117,55,75,47,393,85,195,73,49,30,59,38,1306,84,0,12,0,12,0,12,0,12,0,12,0,12,9,15,9,14,301,90,77,43,77,45,172,79,453,104,159,61,49,37,0,12
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",91629,1063,44087,960,542,169,342,174,1456,362,766,252,443,213,318,110,452,256,741,238,8983,806,1441,257,4206,478,2192,338,11998,755,7183,557,2151,313,873,201,47542,812,576,185,520,190,1234,296,733,265,442,205,396,149,464,183,434,154,9680,752,1729,287,4698,496,2959,354,13265,712,7829,555,1621,330,962,201
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",37430,581,17069,585,191,109,153,115,150,106,186,84,164,76,184,96,278,117,291,102,5556,432,852,150,2063,257,1261,214,3487,311,1604,257,458,129,191,80,20361,501,336,131,71,48,92,59,183,113,124,75,266,112,288,141,347,125,5944,457,1301,226,2421,349,2316,320,3886,408,2332,264,308,114,146,63
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",24096,397,11556,330,57,38,17,20,67,47,72,58,16,20,119,89,78,48,139,74,1909,274,550,154,1331,233,759,172,3504,316,2098,250,518,134,322,86,12540,318,74,44,9,14,38,38,33,23,39,45,144,107,98,58,97,58,2435,306,483,122,1300,262,906,175,3996,348,2466,292,338,104,84,51
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",6762,232,3303,164,27,29,0,19,11,16,0,19,0,19,21,24,0,19,60,61,262,86,55,40,170,73,85,53,1143,160,959,162,362,112,148,63,3459,136,0,19,0,19,10,17,0,19,0,19,7,11,11,18,9,14,254,77,80,73,255,86,144,70,1380,182,990,168,232,85,87,44
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",18635,390,8634,299,36,33,0,23,7,16,6,9,34,41,23,23,22,29,45,37,594,157,179,87,507,152,141,71,2945,296,2609,238,1205,201,281,101,10001,275,38,36,14,21,10,16,84,66,10,15,17,20,10,15,35,28,971,190,175,80,724,177,426,149,4109,329,2459,250,722,150,197,72
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",11824,263,5640,198,7,11,0,19,31,28,25,26,0,19,9,14,16,20,21,21,408,117,115,62,317,93,222,96,2399,256,1389,184,424,111,257,85,6184,219,16,17,0,19,50,41,35,35,0,19,0,19,33,33,20,19,571,148,328,102,319,102,260,97,2451,212,1589,178,301,103,211,73
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",12843,267,5913,224,28,31,0,19,1,2,11,15,0,19,0,19,57,68,15,24,473,142,94,56,494,167,340,120,2265,256,1195,219,724,141,216,87,6930,227,78,87,22,30,1,2,22,30,9,12,1,2,55,48,78,58,783,168,309,107,757,181,719,223,2250,251,1388,213,333,99,125,69
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",15066,299,6836,294,125,77,0,23,0,23,110,98,17,25,54,82,111,118,88,57,1913,289,493,170,733,208,509,144,1660,316,718,190,238,98,67,80,8230,296,77,58,39,48,34,36,63,51,135,68,23,32,148,101,27,31,2359,341,405,141,732,263,699,171,1927,287,1313,244,150,82,99,69
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",16385,452,7209,372,87,59,19,32,71,50,161,87,109,84,83,76,83,67,156,84,2241,349,430,190,860,240,627,176,1128,258,729,193,253,101,172,102,9176,375,20,26,46,65,75,74,67,57,120,81,72,62,200,116,159,80,2458,349,516,175,1209,252,812,208,1735,297,1302,257,218,123,167,121
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",42941,725,20782,577,262,137,122,87,73,67,299,107,241,135,241,136,480,200,618,178,7331,576,1127,227,3022,352,1489,300,3894,465,1238,226,224,103,121,67,22159,547,206,93,105,69,205,97,358,150,148,67,390,135,363,134,338,115,6918,522,1873,347,2482,381,2849,351,3563,358,2008,267,249,100,104,65
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",6784,169,3302,126,6,12,9,14,0,17,0,17,9,15,70,53,3,6,8,13,745,175,173,77,391,105,304,90,938,160,415,110,175,77,56,40,3482,140,5,8,19,21,0,17,15,23,0,17,24,27,0,17,31,28,665,159,181,68,310,109,352,114,1003,175,736,133,118,63,23,21
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",7451,255,3556,276,2,4,0,19,0,19,0,19,11,23,17,27,37,34,35,39,548,164,195,97,499,161,327,154,1037,227,538,160,226,102,84,87,3895,244,31,37,0,19,0,19,10,22,0,19,0,19,0,19,13,21,580,172,108,80,568,215,344,154,1227,221,773,190,228,85,13,21
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",3778,161,1900,209,0,17,0,17,0,17,16,27,0,17,16,26,19,34,56,66,328,148,89,62,432,236,46,46,605,171,241,106,39,45,13,20,1878,163,0,17,0,17,0,17,17,27,0,17,108,133,0,17,23,38,311,131,53,52,159,111,329,145,504,134,259,117,106,75,9,18
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",33854,695,16209,658,396,113,124,109,132,99,783,397,439,219,310,122,326,166,417,136,5906,538,705,171,2227,362,1557,381,1994,281,736,142,85,53,72,49,17645,582,385,130,343,155,179,124,566,175,434,192,250,107,331,118,216,79,6111,432,1098,203,2474,322,1583,254,2478,391,1083,209,101,52,13,12
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",8764,404,4033,346,5,10,0,19,8,16,35,36,0,19,56,64,0,19,50,44,1251,304,247,123,457,164,477,183,779,238,488,182,129,95,51,48,4731,292,6,12,20,30,0,19,49,44,0,19,57,71,93,90,52,50,1293,272,329,122,458,174,540,175,1020,236,623,216,139,97,52,49
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",32115,418,16881,445,113,73,7,11,67,43,242,95,258,80,317,103,315,103,344,101,6517,474,1170,229,2234,251,1422,238,2727,319,838,145,194,80,116,67,15234,449,81,48,26,24,38,32,163,105,103,62,83,46,198,71,174,60,4759,419,951,153,2013,352,1838,228,2827,286,1652,234,258,113,70,41
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",18676,340,8769,326,41,26,8,14,95,81,54,47,32,34,40,37,36,42,62,54,1478,212,384,115,692,173,421,122,2697,286,1802,251,531,102,396,105,9907,290,106,68,29,28,44,38,40,30,34,33,42,36,92,63,37,30,1354,189,443,104,983,210,974,203,2743,244,2259,230,434,111,293,97
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",24496,387,11486,369,14,17,8,16,44,47,8,13,30,27,51,69,93,85,64,48,1748,276,350,121,872,225,533,156,3551,371,2742,299,951,180,427,132,13010,337,81,43,10,18,0,26,15,19,70,57,42,41,40,43,76,48,2032,260,508,115,1220,270,1144,218,3658,402,2996,301,824,182,294,97
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",7952,204,3900,158,11,16,0,19,0,19,21,29,0,19,49,44,22,25,18,21,769,171,157,67,475,145,444,153,1242,195,601,126,75,53,16,24,4052,163,0,19,6,12,0,19,28,46,0,19,46,56,38,39,38,38,672,147,198,77,427,124,288,111,1396,197,785,149,102,52,28,24
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",76234,913,35251,887,1096,253,802,213,980,257,1477,355,1396,257,1747,300,1132,195,1137,229,12243,785,1127,258,4190,545,2001,340,3730,440,1351,238,622,153,220,93,40983,700,1374,245,889,221,1218,247,1132,226,1287,255,1360,258,1491,299,953,183,13086,672,2026,291,6426,596,2788,379,3912,327,2234,297,620,175,187,80
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",1425,109,710,69,8,11,0,12,6,7,0,12,20,19,10,13,0,12,3,6,304,62,77,32,45,20,57,28,126,37,34,19,12,12,8,8,715,60,3,4,0,12,1,3,6,8,0,12,9,9,0,12,17,13,178,47,52,25,66,28,148,50,162,41,53,26,6,9,14,12
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",41027,744,19576,671,305,159,12,14,68,66,120,66,251,130,370,147,340,156,205,80,5269,538,1120,257,2380,358,1478,235,4462,422,2441,395,501,173,254,100,21451,553,181,111,32,32,98,75,130,64,232,149,258,126,109,57,322,126,5007,425,1454,275,2654,367,2256,308,4970,384,3195,380,392,126,161,75
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",4653,165,2362,146,3,13,0,17,0,17,0,17,14,22,0,17,0,17,17,26,587,223,103,69,289,118,162,85,664,160,377,151,79,58,67,53,2291,157,12,24,0,17,0,17,44,71,0,17,14,22,26,29,0,17,427,146,105,78,224,107,263,136,670,170,444,158,21,25,41,38
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",47001,877,22177,738,305,99,421,176,525,155,818,207,295,90,736,211,542,179,470,134,8351,627,1470,264,2711,416,1301,242,2688,372,1084,228,191,81,269,108,24824,613,366,107,431,169,537,131,618,177,819,249,1041,240,871,214,319,97,8735,513,1376,232,2365,291,2248,295,3413,361,1300,184,211,90,174,81
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",22458,444,10487,325,103,52,33,29,94,60,117,68,56,41,155,88,119,79,206,82,2608,257,610,160,1581,251,847,187,2513,232,1021,147,277,109,147,68,11971,348,134,63,79,86,92,62,140,66,59,69,142,80,179,84,198,81,3117,266,606,154,1113,187,1273,218,2798,267,1689,220,249,78,103,60
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",13186,394,6488,386,38,32,42,40,109,61,97,68,224,129,105,66,85,63,83,60,2256,290,443,178,870,207,553,193,1083,209,340,129,59,39,101,65,6698,307,115,74,35,41,85,57,53,46,152,89,76,61,69,53,81,54,2009,279,383,144,731,212,751,179,1276,280,724,175,84,61,74,58
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",15342,369,7263,339,20,21,11,17,37,38,47,43,65,74,147,117,40,36,64,51,1587,306,384,139,590,158,498,168,2526,358,929,197,194,97,124,71,8079,320,50,40,18,21,101,96,122,97,0,23,45,44,45,54,41,58,1740,306,326,98,816,229,806,205,2351,328,1274,203,265,109,79,59
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",17561,275,8406,244,24,24,0,23,12,25,14,26,6,10,24,37,25,19,50,48,910,165,213,76,926,193,404,120,2945,269,2002,231,600,132,251,73,9155,207,9,11,12,14,7,12,29,32,23,35,69,53,28,25,70,44,1230,213,376,107,798,186,840,141,3073,264,2110,224,365,90,116,52
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",31641,409,14651,382,86,53,9,13,0,26,187,99,62,46,147,78,194,95,259,100,4298,381,828,145,1532,233,1005,216,3851,383,1656,253,307,85,230,90,16990,344,97,69,59,53,16,17,168,87,48,73,312,176,249,105,166,85,4641,463,1044,215,1786,229,1946,271,3771,320,2311,294,222,89,154,80
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",17831,372,8289,342,14,14,0,23,5,11,35,32,13,16,10,12,27,25,141,60,1723,237,381,108,863,246,752,177,2123,240,1520,187,526,150,156,64,9542,326,49,38,18,30,0,23,52,40,8,12,74,46,59,45,90,57,2302,283,530,109,996,206,884,180,2343,257,1662,274,363,121,112,66
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",11267,247,6161,245,14,23,0,19,51,39,120,46,136,65,134,62,212,100,112,51,1753,269,222,92,668,178,386,107,1169,179,836,154,241,109,107,87,5106,226,52,59,5,12,7,13,25,35,0,19,11,22,26,30,24,25,1069,202,294,86,492,154,560,122,1260,225,1033,192,159,69,89,48
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",43932,673,20618,567,280,110,17,14,178,106,102,81,98,51,137,72,102,71,211,69,2660,291,689,171,1506,219,748,183,6417,446,4023,344,2489,247,961,132,23314,446,376,182,45,42,93,46,118,67,86,66,210,88,117,69,279,104,3147,342,722,144,1969,250,1631,286,6790,495,4864,355,1778,247,1089,167
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",18901,361,8619,362,108,65,19,21,71,54,47,47,20,24,106,71,47,48,103,63,2218,256,414,109,1000,229,420,136,2428,304,1176,187,289,97,153,67,10282,308,93,61,159,102,17,18,125,72,13,19,83,61,94,104,94,87,2763,292,594,173,936,229,794,156,2395,328,1796,266,257,86,69,50
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",20562,455,9776,400,199,138,56,63,188,126,53,34,130,66,38,35,160,132,114,55,2309,333,612,147,1352,233,678,167,2320,366,1098,202,282,92,187,80,10786,342,78,48,75,70,24,28,40,52,139,117,87,50,65,56,113,50,2423,376,646,149,1648,271,895,202,2409,306,1743,259,285,126,116,53
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",9096,334,4286,292,79,55,0,19,73,73,85,83,20,33,31,25,9,16,119,55,1698,191,385,133,455,100,375,117,710,205,217,76,23,27,7,10,4810,272,27,35,0,19,1,2,14,17,15,17,24,29,116,85,120,100,1726,259,424,102,596,167,435,114,756,174,516,158,40,39,0,19
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",2675,135,1292,113,13,16,0,12,0,12,10,15,23,26,22,23,20,32,0,12,309,75,100,49,170,78,131,56,346,105,107,59,41,30,0,12,1383,108,0,12,0,12,14,21,12,19,0,12,8,12,9,13,26,26,301,92,77,57,198,65,114,58,333,95,238,87,8,13,45,52
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",2386,195,1190,97,0,12,0,12,0,12,0,12,0,12,15,17,15,16,0,12,421,83,99,54,128,48,86,46,226,83,113,42,71,41,16,19,1196,147,0,12,0,12,0,12,10,16,0,12,0,12,0,12,7,12,263,70,94,48,143,71,91,40,332,87,220,72,25,27,11,14
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",1369,96,665,61,0,12,0,12,0,12,3,6,0,12,8,12,7,7,7,7,110,28,28,13,72,27,39,19,201,42,118,32,57,26,15,16,704,55,3,5,0,12,0,12,0,12,0,12,20,23,2,5,11,9,144,39,31,21,67,25,45,15,197,33,141,31,18,12,25,12
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",914,100,449,57,0,12,0,12,0,12,0,12,0,12,3,4,0,12,4,5,122,44,53,33,56,25,31,14,105,34,57,28,11,9,7,8,465,55,0,12,0,12,0,12,0,12,0,12,3,4,0,12,3,4,113,36,13,10,57,25,65,26,116,31,84,30,11,17,0,12
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",1075,100,557,62,3,4,0,12,0,12,0,12,0,12,14,13,7,7,7,6,198,38,33,17,69,25,56,24,87,35,65,35,7,8,11,9,518,56,0,12,0,12,0,12,0,12,7,9,10,10,0,12,3,4,133,37,65,24,81,33,51,24,86,31,57,25,13,11,12,12
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",1026,93,471,49,0,12,0,12,0,12,0,12,18,20,0,12,3,5,9,8,76,23,32,13,72,31,28,13,141,34,57,29,27,13,8,8,555,56,0,12,0,12,11,15,0,12,0,12,0,12,0,12,0,12,102,31,38,15,72,29,71,24,152,36,76,24,26,14,7,7
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",2117,96,1015,72,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,257,69,67,40,175,57,107,42,209,62,86,44,83,46,22,20,1102,70,5,7,0,12,0,12,1,4,0,12,0,12,0,12,0,12,142,41,119,62,152,58,154,63,278,61,196,59,46,35,9,14
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",3951,167,1967,129,22,30,5,9,25,40,0,17,42,29,0,17,60,46,13,18,572,128,163,85,276,103,216,71,382,93,125,52,33,31,33,34,1984,112,10,14,0,17,7,11,21,33,0,17,6,11,17,18,26,24,414,88,153,70,220,94,230,85,583,127,268,81,0,17,29,34
