GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",12782,266,5938,198,29,30,0,19,22,29,12,18,22,35,7,16,17,22,25,29,568,149,106,86,220,96,392,116,2099,203,1473,266,655,132,291,95,6844,222,29,26,24,28,9,17,31,35,43,50,39,37,24,30,25,30,667,154,289,102,562,148,767,204,2632,265,1221,204,323,119,159,79
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",14926,331,7365,261,139,81,37,61,16,24,79,73,67,67,65,62,24,33,91,65,2100,354,594,204,716,176,593,216,1900,333,598,168,229,114,117,65,7561,263,121,77,11,17,29,29,31,36,120,71,35,39,119,91,49,45,2059,267,458,151,933,241,679,177,1811,250,845,181,170,95,91,62
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",16246,325,7459,406,63,60,17,25,38,32,61,38,91,72,162,99,78,61,179,105,2643,419,377,148,950,251,373,135,1521,275,511,178,253,96,142,93,8787,343,29,31,32,27,37,35,110,63,83,62,101,68,112,74,150,78,2276,303,481,148,1229,235,1122,263,1672,278,1134,255,154,68,65,51
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",43159,684,20687,636,194,151,120,98,148,86,374,145,282,127,506,174,432,163,417,139,7470,509,1417,266,2745,353,1304,222,3788,467,1270,221,142,64,78,55,22472,492,173,81,42,31,323,117,612,213,249,112,239,90,511,223,248,115,7787,442,1878,277,2612,324,2312,359,3543,420,1506,240,313,122,124,62
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",6416,162,3089,127,0,17,0,17,8,17,16,23,10,16,11,17,0,17,7,12,732,148,249,101,498,124,242,81,787,130,327,95,151,68,51,42,3327,126,17,25,11,17,0,17,18,20,0,17,9,13,9,15,55,36,752,148,140,64,415,120,325,93,949,154,496,98,76,42,55,42
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",7503,248,3643,170,16,26,7,12,38,56,33,35,10,16,23,26,32,37,7,11,756,204,153,74,449,122,122,59,1094,213,563,176,189,84,151,83,3860,238,30,28,14,23,0,19,28,30,0,19,7,10,44,30,0,19,748,166,233,106,454,139,393,101,958,194,764,175,125,88,62,48
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",3679,142,1702,118,19,31,0,17,0,17,51,49,16,25,11,18,35,55,18,28,313,120,182,87,187,91,141,77,380,136,283,115,66,52,0,17,1977,131,0,17,0,17,0,17,0,17,0,17,0,17,22,33,0,17,475,131,74,60,155,77,221,118,662,127,283,118,70,53,15,25
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",35373,566,16049,521,314,154,157,94,234,131,203,91,501,160,248,79,331,105,524,166,6080,437,933,187,2375,341,1011,193,2085,339,781,182,175,66,97,51,19324,463,294,146,349,249,178,80,500,143,364,137,577,247,387,140,503,154,5871,451,1363,265,3170,397,2073,379,2292,333,1173,219,167,66,63,48
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",8473,505,3970,357,30,33,0,19,0,19,40,38,44,42,67,83,47,56,22,25,1707,277,213,84,425,164,423,197,579,170,282,162,91,73,0,19,4503,301,30,31,0,19,23,39,36,34,20,24,65,58,10,19,44,44,1620,259,282,115,696,189,284,103,659,161,682,235,33,47,19,33
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",31976,548,16646,506,100,91,66,64,97,70,296,133,155,68,488,193,615,163,268,87,6834,491,1235,179,1977,283,1124,186,2235,262,911,179,164,62,81,40,15330,535,78,47,101,88,14,13,174,103,177,110,248,82,233,93,200,69,5421,460,1070,192,2084,252,1520,242,2406,253,1311,215,264,92,29,27
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",18129,325,8625,308,80,51,51,52,9,14,27,24,14,20,42,35,29,29,158,108,1619,263,472,149,745,182,432,117,2522,288,1342,199,746,147,337,115,9504,277,103,62,20,30,9,14,74,40,77,90,42,31,49,42,78,50,1746,269,556,142,748,160,763,162,2458,271,2074,271,457,111,250,88
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",23806,292,11162,296,104,100,0,25,15,21,22,23,10,14,104,84,51,55,47,35,1655,263,380,103,1105,163,418,113,3369,302,2384,238,1070,198,428,122,12644,268,77,51,16,26,15,19,132,67,128,62,59,59,30,29,74,43,1877,265,512,132,1194,216,1045,196,3681,275,2898,293,699,148,207,79
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",8013,188,3848,161,3,7,9,18,0,19,36,40,0,19,22,31,0,19,38,33,810,201,117,67,281,110,338,127,1396,199,638,155,91,81,69,51,4165,140,0,19,14,24,0,19,8,17,10,15,0,19,38,43,0,19,736,150,360,141,409,129,331,99,1283,191,818,155,87,82,71,53
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",73520,1032,34727,923,1134,199,821,205,1523,365,1379,269,1169,231,1598,315,1855,307,878,197,11252,650,1421,259,4491,468,1642,328,3253,384,1326,272,739,197,246,110,38793,774,1235,215,853,173,1409,266,1804,256,1744,274,1465,255,1809,265,946,188,11336,665,1739,253,5836,514,2649,381,3386,359,1915,261,504,136,163,81
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",1565,90,719,49,0,12,0,12,2,4,0,12,16,14,2,3,2,4,18,12,258,39,45,21,57,22,76,33,169,33,64,18,3,5,7,7,846,66,10,12,0,12,0,12,1,3,17,11,8,9,19,15,6,8,265,55,90,30,83,28,78,20,192,38,62,22,6,7,9,8
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",40984,709,18694,600,193,142,7,11,90,61,121,59,73,43,231,99,250,110,293,111,5009,460,1009,214,2287,301,1369,248,4763,457,2324,347,398,115,277,110,22290,464,149,78,41,33,91,58,254,105,249,106,277,139,266,127,306,105,5492,402,1465,259,3178,368,2546,378,4731,449,2471,272,477,128,297,109
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",4475,214,2177,180,2,4,0,17,0,17,2,5,0,17,0,17,25,38,58,50,575,174,65,58,275,113,81,62,664,161,313,145,62,53,55,47,2298,155,10,14,0,17,0,17,14,23,17,28,27,35,30,41,17,26,389,135,29,33,250,123,198,104,595,140,638,169,62,51,22,28
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",46765,874,21727,610,413,117,436,157,383,159,738,181,444,145,665,163,812,207,402,92,8400,525,1220,202,2515,314,1205,264,2373,281,1201,215,199,98,321,97,25038,597,436,120,297,118,536,144,701,181,718,179,772,195,831,193,389,106,9221,579,1582,232,2837,325,2024,256,2961,346,1368,202,222,100,143,85
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",22538,387,10378,323,183,79,15,17,99,45,79,48,35,27,71,41,165,75,156,63,2568,316,586,133,1538,226,740,172,2663,277,1120,201,276,112,84,54,12160,339,179,80,83,97,147,76,199,91,103,74,127,65,60,35,164,72,3170,259,582,127,1332,172,1300,210,2676,253,1794,212,142,51,102,62
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",12913,334,6077,290,88,66,64,59,45,45,137,88,190,96,233,116,69,82,31,30,1996,252,367,114,948,195,397,156,1011,195,367,142,63,49,71,55,6836,279,132,87,71,62,26,34,30,34,67,46,111,68,143,91,22,26,2127,275,429,138,764,181,883,182,1332,234,551,137,77,58,71,46
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",14443,335,6762,365,41,39,27,35,25,31,48,49,127,92,128,70,63,45,75,59,1539,283,310,124,696,173,425,153,2240,309,689,163,176,78,153,113,7681,351,40,32,26,30,157,116,146,83,0,22,55,38,4,8,164,97,1656,295,303,116,1103,284,549,118,2268,273,1099,223,85,62,26,34
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",16411,281,7679,219,16,21,0,22,71,162,10,15,29,42,39,31,20,19,79,58,832,150,211,62,715,145,432,131,2931,227,1457,169,668,124,169,59,8732,242,28,24,3,9,13,16,34,37,8,8,6,14,19,21,43,25,982,185,522,124,813,136,819,135,2824,261,2199,234,315,93,104,48
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",31692,503,15365,419,54,43,0,25,18,19,122,69,55,35,143,74,107,49,300,114,4438,364,984,195,2381,341,1192,219,3459,299,1555,240,384,121,173,78,16327,422,78,44,23,22,50,70,158,83,107,59,300,148,142,66,232,96,4702,413,1081,218,1755,263,1714,253,3485,311,2193,272,218,90,89,52
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",17981,408,8402,281,51,35,23,35,2,5,55,34,21,20,66,51,35,31,39,30,1671,266,213,89,877,209,717,192,2596,265,1397,194,422,126,217,82,9579,347,124,88,4,6,63,53,109,84,58,41,27,26,44,33,118,78,2210,280,496,149,927,204,825,153,2516,327,1582,207,405,138,71,44
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",10806,278,6015,243,10,14,35,21,59,38,91,59,162,93,129,69,113,70,114,67,1653,218,294,86,841,163,405,110,1144,153,666,131,230,99,69,57,4791,239,33,32,0,19,2,3,30,26,5,11,8,12,50,49,13,16,1119,189,386,139,520,158,473,103,1254,219,714,136,118,47,66,47
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",44416,530,20331,547,168,98,78,52,82,40,57,51,131,67,192,87,159,74,256,111,2823,359,609,141,2008,247,869,178,5622,358,3697,315,2506,245,1074,155,24085,444,274,103,143,74,153,76,284,122,87,56,111,62,257,160,189,61,3873,309,695,139,2414,310,1428,186,6616,344,5303,349,1510,222,748,153
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",19404,350,8912,297,74,75,35,55,128,80,58,42,32,36,169,71,166,105,98,48,2155,292,556,128,1035,210,416,126,2357,266,1084,181,424,148,125,59,10492,343,86,43,109,82,220,115,178,76,52,42,160,88,123,66,127,68,2562,314,646,162,1075,213,982,182,2280,257,1519,239,305,109,68,48
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",20762,403,9442,366,59,49,16,17,46,39,135,97,106,52,32,19,314,160,162,70,2438,300,456,130,1218,158,789,196,2030,234,1171,225,285,127,185,79,11320,331,68,57,25,29,104,81,96,55,120,78,84,52,121,54,126,57,2548,302,669,152,1512,219,1414,215,2278,270,1768,264,228,79,159,103
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",9308,255,4498,261,70,47,0,19,20,22,23,30,37,39,80,72,62,57,153,69,1544,227,401,137,574,139,467,145,722,149,289,107,29,26,27,24,4810,286,34,39,34,25,61,90,50,35,7,11,54,54,105,49,75,72,1765,196,405,132,620,173,498,131,704,155,281,96,71,59,46,50
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",2643,120,1300,97,1,4,0,12,0,12,20,21,16,24,19,20,0,12,11,17,440,102,65,38,133,62,128,74,302,73,96,47,54,28,15,19,1343,73,0,12,0,12,0,12,0,12,9,14,12,18,0,12,8,12,301,82,43,26,188,64,185,62,405,93,168,66,9,13,15,17
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",2465,128,1169,104,0,12,0,12,0,12,41,36,7,12,8,13,15,18,0,12,317,84,106,52,161,58,80,42,248,77,139,56,34,42,13,15,1296,76,0,12,0,12,0,12,16,20,17,18,26,23,25,22,0,12,341,87,115,47,119,47,103,49,240,66,258,59,28,26,8,13
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",1303,83,604,64,4,5,6,7,0,12,0,12,0,12,5,6,0,12,6,7,109,29,18,12,74,24,36,20,187,43,85,25,42,22,32,23,699,45,0,12,4,5,3,5,0,12,0,12,0,12,0,12,6,6,143,38,41,17,83,29,36,17,203,50,150,35,23,14,7,7
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",924,105,454,66,0,12,0,12,0,12,3,4,4,6,13,9,9,7,0,12,136,45,20,11,76,36,30,20,84,22,44,22,17,10,18,12,470,55,0,12,0,12,0,12,0,12,0,12,14,13,10,12,3,4,96,33,21,15,54,27,62,22,123,31,67,22,16,11,4,5
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",1207,102,630,70,0,12,4,6,0,12,0,12,3,4,7,7,10,13,12,9,226,42,31,15,83,35,61,27,85,31,67,22,33,21,8,9,577,51,0,12,0,12,0,12,0,12,3,4,10,16,0,12,3,4,143,32,76,29,92,35,80,28,110,35,35,16,13,9,12,15
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",999,91,466,52,3,6,0,12,0,12,0,12,7,8,3,4,2,4,9,7,96,28,12,8,50,20,42,23,110,24,75,35,46,27,11,8,533,55,0,12,0,12,0,12,0,12,0,12,4,6,17,17,2,4,88,22,10,9,34,18,68,22,126,30,141,41,37,20,6,6
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",2220,124,1091,93,17,26,0,12,0,12,10,16,10,16,57,54,11,16,0,12,281,78,15,17,120,54,64,37,229,63,139,53,131,76,7,11,1129,76,0,12,0,12,0,12,10,13,2,4,10,15,0,12,46,37,196,74,57,38,179,65,107,50,261,92,206,87,43,28,12,13
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",4064,133,2013,110,53,58,0,17,35,46,1,4,44,41,28,33,34,20,22,20,583,91,140,47,207,63,204,72,324,80,209,83,85,61,44,36,2051,89,37,40,0,17,7,13,23,34,19,27,19,27,18,20,36,36,483,102,124,55,268,81,308,86,467,96,224,71,9,15,9,14
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",2067,165,978,127,14,22,2,3,0,12,0,12,4,9,10,13,12,17,23,26,175,56,13,16,163,76,109,81,233,96,180,81,7,10,33,42,1089,127,0,12,0,12,0,12,16,10,8,13,9,15,9,14,9,16,211,66,35,28,161,67,78,57,333,87,203,79,10,16,7,11
